gene_id	TCGA-05-4417-01A-22R-1858-07	TCGA-35-3615-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-44-7671-01A-11R-2066-07	TCGA-55-7281-01A-11R-2039-07	TCGA-55-8203-01A-11R-2241-07	TCGA-55-8299-01A-11R-2287-07	TCGA-55-8615-01A-11R-2403-07	TCGA-62-A46S-01A-11R-A24H-07	TCGA-69-7980-01A-11R-2187-07	TCGA-78-7148-01A-11R-2039-07	TCGA-78-7160-01A-11R-2039-07	TCGA-78-7161-01A-11R-2039-07	TCGA-86-7713-01A-11R-2066-07	TCGA-4B-A93V-01A-11R-A39D-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6975-01A-11R-1949-07	TCGA-55-7283-01A-11R-2039-07	TCGA-55-7911-01A-11R-2170-07	TCGA-55-7914-01A-11R-2170-07	TCGA-55-8514-01A-11R-2403-07	TCGA-69-7978-01A-11R-2187-07
ABTB1|80325	433.328	515.27	387.931	450.886	398.291	428.673	622.143	458.824	775.276	562.811	319.064	356.467	410.784	204.894	401.719	330.65	236.379	383.459	359.984	391.804	1025.81	614.324
ABTB2|25841	163.292	108.837	110.632	33.0839	161.823	123.344	102.635	75.9358	176.6	271.607	185.589	96.53	303.495	155.113	116.907	396.984	348.701	82.7068	329.325	284.358	496.129	201.076
ACAA1|30	724.332	2791.1	1157.33	1783.69	1574.93	879.183	1179.24	759.893	1628.26	973.13	1110.34	746.372	738.53	1311.13	1097.39	781.212	487.007	1436.09	1102.68	778.611	920	694.351
ACAA2|10449	823.451	1050.68	727.011	824.892	925.926	1268.63	1358.75	736.364	907.726	985.072	1771.34	1133.75	734.488	270.787	1980.21	424.028	1003.35	698.747	597.859	2386.81	1138.71	459.314
ACACA|31	1908.04	1542.88	4677.44	4066.8	1331.05	1634.21	1852.91	1606.42	2619.87	1555.84	1970.75	2814.51	1564.51	5565.32	1211.41	2152.8	2016.76	2525.31	2028.28	1599.2	1836.77	1692.67
ACACB|32	141.689	188.109	80.4598	154.076	165.812	274.593	202.313	255.615	181.016	318.457	179.739	172.871	387.269	1327.48	367.08	101.542	148.365	217.043	146.954	75.4623	196.129	302.623
ACAD10|80724	393.299	242.365	326.868	529.027	453.561	661.612	495.856	567.914	675.055	345.709	649.827	389.905	642.999	1531.41	649.967	394.943	342.833	460.652	435.047	694.653	358.71	579.691
ACAD11|84129	160.115	330.283	142.96	138.007	149.857	340.884	295.165	325.134	419.4	251.082	96.251	115.457	198.36	303.681	263.133	258.193	127.41	122.216	487.908	363.818	127.097	338.601
ACAD8|27034	1061.72	794.022	1077.59	598.661	1390.31	584.37	674.939	489.84	398.675	470.642	462.111	329.337	631.609	772.2	302.612	600.069	197.821	577.945	1065.15	1299.85	11185.2	467.384
ACAD9|28976	741.506	710.841	536.638	828.988	746.991	444.849	723.088	608.021	781.342	1004.2	626.429	516.082	646.695	622.134	996.638	813.359	546.521	538.556	718.911	648.106	570.303	696.358
ACADL|33	6.3538	14.9448	287.356	107.759	1.7094	33.5659	118.262	0	65.3422	15.3104	72.853	82.0189	24.2502	11.7838	8.1787	0	4.1911	129.825	45.9892	24.4878	10.3226	3.0262
ACADM|34	687.48	1401.23	1502.16	1364	652.422	1444.95	1234.99	589.84	1124.5	461.15	927.413	946.372	1615.58	815.728	1108.94	860.303	977.368	859.148	754.328	1589.71	816.774	879.287
ACADS|35	521.01	696.881	747.126	535.644	727.066	319.887	366.19	868.449	602.649	531.271	649.827	447.319	202.453	407.383	316.083	238.293	221.291	601.003	112.594	581.209	598.71	438.803
ACADSB|36	1013.43	2894.74	2565.37	1250.26	338.462	1035.28	1030.15	1295.19	898.455	422.874	949.747	1370.35	1165.48	1123.31	1254.23	179.613	442.582	1015.54	767.015	825.587	2552.9	433.759
ACADVL|37	3391.63	7633.85	7924.55	7776.6	2688.88	5095.91	5527.06	9051.3	5018.97	3060.55	3108.22	2880.76	5253.83	3451.44	9384.82	2600.29	1947.19	3001.49	3680.18	2599.19	5604.5	2386
ACAN|176	347.552	46.4587	20.1149	71.2091	139.601	40.0364	82.3611	128.342	19.426	47.1561	36.1606	130.599	46.2959	7.936	40.4124	101.542	1950.54	29.0727	16.3869	15.4923	9.6774	90.1143
ACAP1|9744	370.426	103.639	63.9368	47.8929	222.222	425.033	636.504	54.0107	218.984	283.549	122.308	278.233	62.0953	66.6146	272.784	162.774	97.2339	142.857	553.984	245.877	182.581	602.892
ACAP2|23527	938.454	832.359	567.529	756.518	787.464	747.75	1142.5	734.759	1062.25	954.145	755.65	1274.45	565.471	726.989	395.946	1356.79	873.428	845.614	1161.36	1062.97	419.355	1470.75
ACAP3|116983	442.243	781.108	694.741	704.873	814.849	843.361	446.473	1073.98	1234.88	987.577	309.503	368.498	464.429	960.681	1301.27	559.784	438.399	404.01	622.175	380.31	1144.74	830.962
ACAT1|38	1027.41	1920.4	1686.06	1897.12	898.006	1626.93	957.501	1276.47	986.755	444.002	528.051	866.877	2329.86	825.107	1137.8	1440.98	692.372	756.391	936.17	1315.84	1155.48	567.922
ACAT2|39	218.316	449.487	691.171	716.657	530.524	388.009	521.367	275.583	378.923	162.425	702	567.943	353.995	206.847	510.299	404.7	1568.72	396.035	422.878	270.725	648.213	264.415
ACBD3|64746	2759.45	2271.6	3071.84	1905.95	1693.45	2729.75	1464.76	2276.47	2136.87	841.767	2562.08	2936.28	1697.88	2540.97	2017.74	2791.14	2466.05	3191.48	2472.31	2389.81	2127.1	1778.08
ACBD4|79777	156.303	363.873	188.937	178.023	250.143	321.1	282.984	231.016	217.219	341.728	223.877	108.517	672.026	307.581	229.966	169.407	73.7636	273.684	603.674	349.325	496.129	259.919
ACBD5|91452	981.024	960.364	945.402	1001.34	519.088	895.359	856.978	1121.39	1527.15	563.117	1518.21	2063.09	774.538	912.163	1132.03	929.699	1004.19	1849.62	801.903	852.074	476.129	852.051
ACBD6|84320	667.783	745.614	543.103	568.098	504.843	800.323	386.886	635.829	391.17	550.563	456.793	437.855	451.201	305.417	726.462	241.864	488.684	674.687	363.684	550.725	707.742	346.335
ACBD7|414149	37.4873	6.1728	9.3391	14.1788	38.7464	95.8447	13.938	42.7807	12.8035	68.5907	4.786	37.8549	40.7845	18.7579	23.0928	65.3136	5.8676	12.0301	72.4197	12.4938	6.4516	31.271
ACCN1|40	4.4476	0.3249	2.1552	4.4112	0	2.022	2.5342	3.7433	2.2075	0.9186	2.1271	1.8927	11.3903	0.7215	3.8488	1.5308	8.3822	0	0.5286	0.9995	1.2903	2.69
ACCN2|41	24.1444	81.8713	109.914	55.1398	17.094	47.7201	64.1994	99.4652	89.6247	15.6166	27.1204	18.2965	67.9742	121.205	14.9141	19.9002	33.5289	142.857	70.3053	209.395	179.355	24.8823
ACCN3|9311	1.9061	29.8895	2.8736	16.0693	34.7578	4.0441	15.6275	15.508	6.181	9.7987	2.1271	11.3565	9.1857	1.6834	4.811	14.2874	3.3529	4.5113	100.436	2.9985	83.871	59.5158
ACCN4|55515	3.1769	0.3249	0.7184	0.3151	0	0.8088	4.2236	5.3476	1.3245	3.0621	1.0635	0	1.1023	9.3789	14.433	0.5103	1.6764	2.005	4.2289	3.4983	3.871	4.7075
ACCN5|51802	0	0.3249	0.7184	0	0	0	0	0	0	0.9186	0	1.8927	0	0	0.4811	0	0	0	0	0	0	0.6725
ACCS|84680	132.159	457.765	206.178	179.283	206.838	358.305	275.382	373.262	454.746	252.622	162.723	94.6372	576.494	228.462	325.705	57.1494	81.3076	116.792	672.922	170.415	407.097	142.569
ACCSL|390110	0	0	0	0	0	0.4044	0	0	0	0	0	0	0	0	0	0	0	0	0.5286	0	0	0
ACD|65057	208.404	244.315	170.977	192.832	304.843	273.784	288.475	345.989	245.033	503.407	363.733	197.476	430.993	197.198	562.888	321.976	487.007	446.616	376.9	256.872	507.742	362.139
ACE|1636	2002.71	705.328	1066.81	670.5	575.499	844.404	2889.82	1339.57	1720.53	667.228	1887.8	1528.08	1611.91	808.994	574.915	1162.38	758.592	1122.81	1437.29	592.204	510.323	2803.97
ACE2|59272	128.982	95.5166	336.207	794.959	28.49	20.6248	82.3611	27.8075	65.3422	52.3616	834.884	1516.09	113.535	29.0988	78.9005	2.0411	19.2791	27.0677	56.5614	235.882	212.258	98.8568
ACER1|125981	0.6354	0.3249	0	0	0	0	0	0	0	0	0.5318	1.2618	0	0	0	0	0	0	0	0	0	0.3362
ACER2|340485	81.3284	50.3574	26.5805	83.8125	15.3846	54.5951	47.3048	81.2834	92.2737	60.0168	34.0335	99.6845	32.7011	123.129	109.691	36.7389	30.176	118.797	61.3189	34.9825	45.1613	71.957
ACER3|55331	385.675	294.997	417.385	243.56	376.638	619.957	373.37	208.556	178.366	358.876	390.322	386.751	393.148	238.081	237.183	480.667	646.27	317.293	326.682	384.308	265.161	587.424
ACHE|43	2166.01	34.7628	35.2011	11.028	405.128	1313.52	43.5036	2285.03	7795.14	267.014	212.178	243.533	774.905	256.117	1338.42	8.6745	23.4702	354.887	141.668	54.9725	692.903	38.3322
ACIN1|22985	2225.1	2348.28	2616.38	2318.71	2373.79	3949.85	3434.67	3444.39	3171.3	3668.99	2548.26	1983.6	4995.18	8557.69	8545.79	1931.85	2311.82	2513.78	2555.83	3048.98	5259.35	2553.46
ACLY|47	3960.95	2059.13	3748.56	3523.28	2697.44	5446.97	3743.42	5208.02	3611.48	3109.55	3317.73	3435.33	3573.6	9578.55	4427.57	5442.97	2779.55	4926.32	5614.38	3081.96	3883.23	4314.73
ACMSD|130013	2.5415	45.4841	12.931	24.2615	0	3.2353	2.1118	42.7807	11.9205	141.162	106.886	189.274	34.5382	0.7215	0.9622	2.5513	0.8382	4.01	5.2861	763.618	1.9355	7.7337
ACN9|57001	195.061	582.196	235.632	203.23	230.199	330.401	240.326	188.77	196.91	148.205	233.98	350.158	181.142	339.806	610.998	127.055	304.275	263.158	204.572	288.856	406.452	182.246
ACO1|48	3150.84	1543.53	2036.64	1906.89	3045.58	1769.29	1118.84	1813.37	1450.77	2134.88	1836.75	1612.62	2230.65	1032.65	1312.92	1335.36	811.4	1984.46	1420.38	3949.53	2019.35	2119.37
ACO2|50	2953.61	1635.85	2897.75	2107.54	2369.74	1430.35	2375.86	2344.16	1903.06	2457.4	3084.23	2327.96	1695.8	2183.51	2368.13	1684.37	2303.35	2082.31	1659.86	2298.77	2664.83	1897.08
ACOT11|26027	122.628	226.121	170.977	420.44	390.917	133.677	123.331	218.128	108.194	193.343	162.191	152.05	129.801	96.9158	38.7094	444.949	251.467	397.644	264.834	234.743	23.871	599.724
ACOT12|134526	0	0	0	0	0	0	0	1.0695	0	0	0	0	0.3674	0.2405	0.9622	0	0	0	0.5286	0	0	0.3362
ACOT13|55856	665.248	2472.33	1937.61	1759.35	622.336	952.159	690.401	774.144	1040.35	427.167	996.123	1320.35	574.113	813.941	426.89	551.9	1913.68	570.947	701.155	757.916	756.019	544.381
ACOT1|641371	505.126	980.182	719.109	308.153	353.846	399.555	380.128	319.251	250.331	269.77	493.486	396.845	752.492	324.656	289.141	260.382	527.242	227.068	267.477	377.311	270.323	228.984
ACOT2|10965	308.794	606.238	475.575	165.104	155.556	343.342	176.548	214.973	223.841	183.725	322.786	276.341	545.63	271.508	254.021	236.614	367.98	176.942	254.262	188.406	174.194	190.316
ACOT4|122970	146.772	180.962	165.23	83.8125	104.843	28.3086	96.7215	82.3529	48.5651	60.9355	145.174	92.1136	163.505	58.919	23.5739	171.448	289.187	86.7168	69.2481	172.414	50.3226	110.962
ACOT6|641372	0	1.6244	2.8736	0.3151	1.1396	2.022	2.9566	2.6738	0.4415	0	0.5318	1.2618	2.2046	2.1644	6.7354	2.0411	6.7058	0.5013	0.5286	0.9995	0	1.6812
ACOT7|11332	545.155	322.287	433.908	578.811	968.661	696.391	477.272	2965.24	457.395	599.862	428.609	557.098	314.151	685.144	609.073	687.834	1155.07	505.263	517.51	170.915	648.387	482.851
ACOT8|10005	319.354	571.547	359.167	405.019	545.561	428.859	282.904	434.31	309.868	471.227	308.147	197.786	389.683	372.258	530.856	342.922	211.903	391.308	467.229	313.243	578.226	382.286
ACOT9|23597	596.62	626.056	557.471	563.371	641.026	612.274	736.604	756.684	648.565	477.991	463.175	650.473	584.21	551.434	916.978	682.731	1067.9	559.399	754.857	436.782	923.871	735.71
ACOX1|51	1896.6	1908.62	2213.36	2217.55	2807.41	1733.67	1727.89	1832.62	1962.91	1582.65	2886.68	2552.68	2021.18	3187.69	939.464	2039.01	1771.17	2133.65	3803.36	3370.31	1804.17	1209.54
ACOX2|8309	142.325	483.106	293.822	311.304	397.721	571.833	413.073	625.668	160.265	379.086	112.736	141.325	210.904	629.351	213.128	155.63	186.085	427.569	636.448	272.364	108.387	159.381
ACOX3|8310	365.343	252.762	438.218	684.364	456.41	264.079	464.601	255.08	439.294	549.032	410.529	247.95	185.551	261.168	412.784	339.835	311.819	531.83	374.257	424.788	263.226	347.68
ACOXL|55289	16.5198	21.7674	121.408	14.809	16.5242	25.0733	29.1432	35.8289	117.439	23.578	23.398	15.7729	12.86	502.856	12.9897	0.5103	1.6764	137.343	15.3297	9.4953	383.871	14.7949
ACP1|52	1940.45	2276.48	1804.6	1640.65	1707.69	2100.09	1545.01	2082.89	1735.98	1968	2224.94	2299.68	1509.03	1867.85	2151.48	1045.02	2673.09	2279.7	2411.52	1815.09	1811.61	1051.11
ACP2|53	1908.04	650.097	1558.19	1022.76	1299.15	1409.76	1966.53	1348.66	1205.3	1316.7	2256.31	1226.5	1238.6	756.087	1463.03	1148.09	1237.22	1000	1374.39	872.064	1091.61	1479.15
ACP5|54	2501.49	1965.89	821.121	1972.75	3448.43	1270.65	4522.68	1641.18	1035.76	1962.8	1024.73	3188.01	971.847	304.936	2579.18	1836.95	644.593	1667.17	1584.25	885.557	3009.03	4025.89
ACP6|51205	121.357	667.316	441.092	572.824	450.142	534.627	292.276	415.508	377.925	379.392	145.174	343.218	668.351	294.114	724.056	381.166	201.173	424.561	432.404	625.687	820	320.108
ACPL2|92370	449.213	160.494	222.701	132.651	257.55	269.74	247.506	428.877	121.854	315.395	254.72	210.726	350.159	169.783	180.894	230.129	177.703	174.436	192.414	398.801	177.419	199.395
ACPP|55	104.838	116.634	93.3908	246.711	56.9801	72.389	72.6467	120.321	77.7042	178.826	116.458	71.2934	56.9513	36.0729	146.255	39.8005	34.3671	177.444	151.711	68.4658	98.7097	224.277
ACPT|93650	0	0	0	0	0.5698	0.4044	0	0	0	0.3062	0	0	0	0	0	0	1.6764	0	0	0	0	0
ACR|49	0.6354	0.3249	1.4368	1.5754	2.2792	0	2.9566	2.139	2.2075	11.0235	0.5318	0.6309	4.0417	1.6834	1.9244	4.0821	4.1911	2.005	2.1144	0.4998	1.9355	1.0087
ACRBP|84519	22.8736	18.8434	5.7471	6.3017	25.641	14.9631	38.8575	103.209	16.777	75.6335	10.6355	30.2839	55.4816	21.8842	6.7354	27.0439	10.8969	59.6491	66.605	37.981	14.8387	61.8695
ACRC|93953	13.9783	20.7927	16.523	2.2056	24.5014	26.2865	14.7828	18.7166	63.5762	18.0663	9.0401	4.4164	16.1668	207.058	16.8385	19.39	5.8676	10.0251	40.7031	12.4938	90.3226	20.8473
ACRV1|56	0	0.6498	0.7184	0	2.2792	0.4044	0.4224	0.5348	0	2.4497	0.5318	0	0.3674	1.6834	0	2.0411	0	0	0.5286	0.4998	0	0.6725
ACSBG1|23205	6.9892	6.4977	3.592	19.5353	3.4188	4.4485	2.9566	3.7433	1.3245	7.9614	1.0635	5.0473	4.4091	2.8858	1.4433	1.5308	2.5147	9.5238	3.1717	4.9975	5.8065	2.69
ACSBG2|81616	0.6354	0.9747	0.7184	0	1.1396	1.2132	1.2671	0	0	2.4497	0	1.2618	1.8371	0.2405	0.4811	1.5308	0	0.5013	1.0572	1.4993	1.2903	1.0087
ACSF2|80221	313.877	463.938	734.914	872.154	1115.1	363.158	762.368	1318.72	388.962	1850.72	476.469	362.776	451.569	788.312	264.124	491.893	575.021	611.529	1011.76	732.634	1378.06	601.883
ACSF3|197322	317.054	407.082	352.73	426.94	301.994	405.621	398.29	419.786	255.188	530.353	411.593	305.363	272.264	310.227	790.448	203.084	261.526	429.574	373.199	497.251	138.065	322.125
ACSL1|2180	2037.66	1109.81	2836.93	1978.1	1855.84	2002.63	1922.6	1704.81	1995.59	2071.81	4305.77	2671.92	3253.94	716.648	3676.09	1188.91	1972.34	2878.7	3353.51	485.757	1070.97	3213.18
ACSL3|2181	2805.2	2748.54	4706.9	4754.31	1401.71	1643.11	3245.87	2082.89	8542.16	1863.89	5719.22	7227.76	2775.55	6480.61	3361.45	3005.96	3724.22	1442.11	1673.58	1652.67	1551.61	3164.76
ACSL4|2182	2317.86	5157.24	1065.37	1624.89	2516.81	1614.4	2621.62	919.251	1267.55	1625.35	4292.48	4765.3	6627.3	1182.71	558.558	2239.03	1103.94	1588.97	1785.65	6442.78	261.29	2003.36
ACSL5|51703	2607.59	1920.4	7052.44	4788.97	2110.54	3422.91	1860.94	2479.14	5378.37	5933.09	5835.15	6411.36	7922.48	470.871	1042.06	3588.17	303.437	4835.09	5043.48	8550.72	3600	1674.51
ACSL6|23305	6.9892	3.5737	3.592	2.5207	17.6638	9.7058	4.2236	1.6043	3.9735	3.6745	4.786	15.7729	0.7349	6.7336	4.811	2.5513	12.5733	7.0175	8.4578	6.4968	3.2258	80.6994
ACSM1|116285	0.6354	22.0923	3.592	71.8393	14.245	4.8529	7.1802	6.4171	2.2075	1.531	2.1271	3.1546	1.8371	0.481	5.2921	3.0616	3.3529	12.5313	28.0164	7.4963	9.0323	5.0437
ACSM2A|123876	0.6354	0	0	0.6302	0	0	1.2671	0	0	0	0	0	0	0	0	0	1.6764	0	0	0	0	0.3362
ACSM2B|348158	0	0	0	0.3151	0	0	0	0	0	0	0	0	0	0	0	0	0.8382	0	0	0	1.2903	0
ACSM3|6296	245.688	566.813	371.121	557.391	271.265	313.335	422.115	187.332	390.207	283.463	214.688	419.489	94.9838	91.108	32.1423	384.651	27.9966	462.13	487.157	353.058	87.529	115.067
ACSM4|341392	0	0	0	0	0	0	0	0	0	0.3062	0	0	0	0	0	0	0	0	0	0	0	0.6725
ACSM5|54988	3.8123	17.5439	1.4368	13.8637	6.2678	4.0441	8.4473	0	6.181	11.3297	4.2542	29.653	2.2046	1.9239	3.8488	3.5718	2.5147	13.5338	6.8719	3.998	10.9677	21.5198
ACSS1|84532	832.981	687.135	1386.49	1328.4	858.689	533.819	748.852	525.134	969.536	1580.95	556.767	596.845	659.9	282.571	839.039	167.876	246.438	481.704	923.484	1985.01	1526.45	494.284
ACSS2|55902	609.328	1216.7	1759.34	1504.21	967.521	964.109	1074.92	877.005	801.766	1514.2	979.527	1084.54	905.71	443.937	1221.51	568.943	805.532	2332.33	1032.38	1104.45	1850.97	819.435
ACSS3|79611	347.552	26.3158	38.7931	186.53	32.4786	64.7053	216.673	11.7647	74.6137	123.402	86.6791	141.325	294.677	121.686	27.4227	128.586	75.4401	98.7469	32.2453	43.978	14.8387	69.9395
ACTA1|58	13.3429	0.9747	4.3103	0.9453	27.9202	12.9411	3.8013	2.139	0.883	2.4497	9.0401	16.4038	0.3674	1.6834	1.9244	2.5513	19.2791	16.0401	14.8011	7.996	10.9677	1.345
ACTA2|59	13237.2	2231.93	2557.43	4260.29	6939.62	5623.35	14714.6	3469.87	2929.54	4686.88	2016.19	7989.1	6788.55	1130.27	2218.48	9380.96	19113	2752.03	2129.69	2529.8	1373.5	5549.09
ACTB|60	137985	60502.3	75761.5	88237.3	267652	81171.6	125322	95841.2	99803.1	118023	86419	112011	77113.2	61405.2	109816	168251	189442	114852	175835	94173.4	87089	136962
ACTBL2|345651	0.6354	5.1982	0.7184	7.562	15.9544	1.6176	9.292	0.5348	2.649	3.6745	0.5318	3.7855	1.1023	1.2024	0	6.6334	5.0293	3.0075	12.1581	0.4998	5.1613	19.8386
ACTC1|70	206.498	4.8733	0	5.3564	11.396	1.2132	0.4224	1.0695	0.4415	0.3062	0.5318	1.2618	1.8371	0	0	2.0411	10.0587	3.5088	1.5858	0.4998	0.6452	0.3362
ACTG1|71	75629.7	70097.8	40679.6	70239	150489	65562.2	72457.5	52279.7	43185	100976	51443.8	47222.1	57042.8	67948.8	80577.1	84507.2	97912.8	83135.8	199953	55183.9	55574.2	89890.4
ACTG2|72	1499.49	133.203	114.942	210.161	695.157	162.572	758.144	101.07	197.792	515.349	109.014	658.675	400.496	57.9571	126.048	961.335	1034.37	503.258	57.09	85.957	96.129	198.386
ACTL6A|86	663.335	1794.35	607.759	870.264	926.496	900.212	661.845	771.123	814.128	1131.75	996.012	688.328	627.199	815.968	843.85	980.215	1343.67	935.338	1367.52	1251.87	600.645	1226.29
ACTL6B|51412	0	0	0	0	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0	0
ACTL7A|10881	0	0	0	0	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0	0
ACTL7B|10880	0	0.6498	0	0	0	0	0	0	0.4415	0	0	0	0	0	0.4811	0	0	0	0	0	0.6452	0
ACTL8|81569	311.336	0	0	11.6581	0	0	1.2671	0	0.4415	80.839	198.883	11.3565	0.3674	0.2405	0.9622	2.5513	0.8382	1.0025	0	0	0	0
ACTL9|284382	0	0	0	0	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0.5286	0	0	0
ACTN1|87	5696.8	803.769	1247.13	2565.1	3161.25	3718.53	6218.9	4715.51	3263.13	3320.22	3321.99	2995.58	4077.71	2593.4	1926.33	7791.2	12008.4	2955.89	2763.58	2595.7	1883.23	4393.75
ACTN2|88	13.3429	1.6244	7.9023	5.3564	3.9886	2.4264	4.2236	1.6043	4.415	8.5738	3.1906	7.571	3.3069	0	0.9622	1.0205	0.8382	11.5288	3.7003	1.4993	5.8065	1.6812
ACTN3|89	2.5415	0.3249	0.7184	0.6302	1.1396	0.4044	0	0.5348	0.4415	0.6124	1.5953	0	1.8371	0.2405	0.9622	0.5103	1.6764	1.5038	0.5286	4.4978	1.2903	0
ACTN4|81	9768.58	5071.07	16504.5	11582.3	18407.1	6345.34	9929.37	10345.6	7359.33	16310.5	14624.9	9633.37	6620.77	7166.35	5065.55	11548.5	10167.5	9153.87	7578.88	8488.1	8587.81	13173.6
ACTR10|55860	970.223	1626.71	1163.07	918.472	756.695	1230.61	979.041	693.583	767.77	873.612	872.64	883.281	1335.6	542.295	667.768	963.886	1357.08	687.218	1096.34	1194.4	1367.1	995.629
ACTR1A|10121	3062.52	3142.63	3589.8	3711.07	2767.52	2935.6	3169.42	2782.35	3400.44	2446.91	2704.6	3000.63	2765.26	1992.91	2168.8	1865.52	3465.21	2553.38	2435.84	1960.02	1636.77	2007.73
ACTR1B|10120	1209.76	2078.95	1649.43	1680.98	1474.07	1368.92	1462.23	1789.3	1888.3	1009.57	1488.97	1316.09	1096.4	1340.95	1068.04	655.177	1059.51	1921.8	1065.68	1653.67	1233.55	1137.86
ACTR2|10097	8747.26	5000.65	5129.31	5236.08	9638.75	7926.8	6759.95	4996.26	6594.7	6668.91	8239.3	11518	5376.2	6957.25	2786.05	9163.3	10296.7	8276.19	9472.18	6457.27	3155.48	8661.06
ACTR3|10096	7432.02	4720.6	3618.53	3580.31	6859.83	5410.58	4613.07	2082.35	4234	3726.56	4816.8	5806.94	3153.63	3677.27	3031.9	7117.14	8408.21	5498.75	5844.32	4880.56	3863.87	6215.87
ACTR3B|57180	67.9855	209.876	117.816	143.048	51.8519	166.212	176.548	177.005	135.541	65.8348	98.3781	151.42	273.734	186.376	232.853	144.915	129.086	227.068	76.6486	260.87	186.452	110.289
ACTR3C|653857	18.426	52.6316	46.6954	44.4269	31.9088	115.256	50.6838	29.4118	77.7042	25.1091	122.84	25.8675	130.437	41.1231	15.8763	17.8592	55.3227	44.6115	24.3161	120.939	24.5161	41.6947
ACTR5|79913	130.253	249.838	199.713	230.327	214.245	264.483	155.852	214.439	152.759	195.361	166.445	138.801	292.105	291.95	408.454	193.9	289.187	198.998	319.81	192.904	503.226	329.859
ACTR6|64431	386.945	291.098	346.983	344.072	336.752	535.032	414.34	304.813	317.881	330.705	470.088	443.533	350.526	466.061	390.654	407.19	845.767	302.757	308.18	412.294	293.548	442.165
ACTR8|93973	411.09	435.673	253.592	442.694	385.185	506.723	380.973	361.497	358.057	401.439	281.84	294.006	476.554	722.9	472.441	527.101	393.127	559.399	550.284	300.85	225.806	323.806
ACTRT1|139741	0	0	0	0	0	0	0	0	0	2.7559	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2|140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1|90	1369.88	638.402	1477.73	1184.4	1523.08	1259.73	929.202	994.118	695.806	1345.79	1366.13	1077.6	1263.22	554.32	1049.28	1483.84	1103.94	1128.32	1244.35	646.177	1737.42	1506.05
ACVR1B|91	1535.71	1632.23	1660.2	839.071	1528.21	1740.98	733.225	2660.43	1201.32	2305.14	1698.48	884.543	3044.51	3504.6	605.225	1062.37	668.064	1015.04	1237.48	2872.06	700	2265.3
ACVR1C|130399	8.2599	7.1475	12.931	5.6715	50.1425	19.0072	15.2051	3.7433	9.713	76.8583	15.4214	35.9621	3.6743	88.4988	3.3677	219.923	12.5733	32.5815	13.7439	5.4973	8.3871	98.5205
ACVR2A|92	255.422	236.842	409.483	218.039	285.47	354.666	328.6	286.096	370.419	421.036	364.797	343.218	247.279	367.462	265.567	261.255	325.231	258.145	250.562	207.396	265.161	254.203
ACVR2B|93	305.617	376.868	125	248.602	286.61	645.84	248.35	391.979	477.704	471.561	274.395	233.439	833.694	1327	222.268	262.785	212.909	586.967	609.489	151.924	169.677	334.23
ACVRL1|94	1210.4	463.288	654.454	603.072	576.638	576.282	2167.58	447.594	721.413	502.182	633.874	782.965	694.071	336.68	371.891	732.227	1278.29	854.135	648.606	494.253	416.129	961.668
ACY1|95	625.212	1625.7	626.207	993.147	754.416	1375.39	675.695	1279.83	1016.34	385.685	973.145	505.363	443.401	2087.15	1692.45	633.236	506.287	1246.62	1086.3	740.04	522.581	416.873
ACY3|91703	30.4982	4.2235	31.6092	30.8783	47.8632	270.549	40.9694	95.7219	318.764	63.3851	91.9968	34.0694	132.642	6.4931	5.2921	13.7771	8.3822	48.1203	21.6731	31.4843	3.2258	49.7646
ACYP1|97	45.1119	71.1501	30.8908	36.8649	23.9316	123.749	60.8205	66.8449	40.1766	31.2333	13.2943	32.8076	68.709	43.5279	93.8146	31.6363	43.5876	11.0276	71.3625	46.9765	50.9677	49.7646
ACYP2|98	76.2454	160.494	212.644	105.238	116.239	54.1907	96.2991	95.1872	86.5342	168.108	64.3446	176.656	154.32	16.5935	103.437	39.8005	67.0578	57.1429	86.6922	41.979	47.0968	38.3322
ADA|100	210.31	189.734	24.4253	94.2103	105.413	241.836	455.731	155.615	85.2097	143.612	131.88	121.767	82.3038	204.172	158.763	103.073	283.319	32.5815	194	214.393	54.1935	338.938
ADAD1|132612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6725
ADAD2|161931	0	0	0	1.2099	0.5698	0	1.681	6.4171	1.3245	0.9186	0	0	1.1023	0.2405	1.4433	0	3.3529	1.0025	0.5286	0	0	0
ADAL|161823	54.0072	221.897	136.494	130.445	66.6667	41.654	192.598	27.8075	61.8102	92.1687	70.1941	116.088	119.414	74.5506	82.2682	54.5981	158.424	85.7143	140.611	150.425	96.129	120.377
ADAM10|102	2084.04	1006.5	1341.24	1553.37	835.328	1196.24	1881.21	1070.05	1169.98	2184.49	2693.43	2357.1	1696.78	1780.8	763.025	2532.43	2636.21	1204.01	1428.84	883.058	593.548	2158.37
